pid,year,yearly_total,cumulative_amount
195,2000,2640.0,12941.0
195,2001,6141.0,19082.0
195,2002,3300.0,22382.0
195,2003,3840.0,26222.0
195,2004,3600.0,29822.0
195,2005,5400.0,35222.0
195,2007,5400.0,40622.0
195,2008,8100.0,48722.0
195,2009,5400.0,54122.0
195,2010,5657.0,59779.0
195,2011,5724.0,65503.0
195,2014,6189.0,71692.0
196,1991,525.0,525.0
196,1992,375.0,900.0
196,1993,1875.0,2775.0
196,1994,3000.0,5775.0
196,1995,3000.0,8775.0
197,1995,350.0,350.0
198,1997,500.0,500.0
198,1998,500.0,1000.0
198,1999,1000.0,2000.0
198,2001,1000.0,3000.0
198,2002,3500.0,6500.0
198,2003,2500.0,9000.0
198,2004,3500.0,12500.0
198,2011,5500.0,18000.0
199,1995,2250.0,2250.0
199,1996,3750.0,6000.0
199,1997,3750.0,9750.0
199,1998,1500.0,11250.0
199,1999,2500.0,13750.0
199,2000,1000.0,14750.0
199,2002,5500.0,20250.0
199,2003,17500.0,37750.0
199,2004,13500.0,51250.0
199,2006,1650.0,52900.0
200,1999,3000.0,3000.0
201,1991,1000.0,1000.0
201,1992,2000.0,3000.0
201,1993,1000.0,4000.0
201,2003,2000.0,6000.0
201,2004,1280.0,7280.0
201,2005,1683.0,8963.0
201,2006,5536.0,14499.0
201,2007,5000.0,19499.0
201,2008,6703.0,26202.0
202,1998,750.0,750.0
203,1999,500.0,500.0
203,2000,500.0,1000.0
204,1995,3000.0,3000.0
204,1996,4000.0,7000.0
204,1997,2500.0,9500.0
204,1998,2500.0,12000.0
204,1999,5250.0,17250.0
204,2000,4750.0,22000.0
204,2001,6100.0,28100.0
204,2002,27447.0,55547.0
204,2003,7716.0,63263.0
204,2004,3500.0,66763.0
204,2005,15500.0,82263.0
204,2006,4000.0,86263.0
204,2007,15000.0,101263.0
204,2008,45146.0,146409.0
204,2009,7349.0,153758.0
204,2010,10000.0,163758.0
204,2011,362602.0,526360.0
204,2012,472515.0,998875.0
204,2013,21722.0,1020597.0
204,2015,36412.0,1057009.0
204,2016,9602.0,1066611.0
204,2017,27973.0,1094584.0
204,2021,4110.0,1098694.0
205,1999,1155.0,1155.0
205,2001,100.0,1255.0
205,2002,4200.0,5455.0
206,1999,1000.0,1000.0
207,2000,3050.0,3050.0
207,2001,2100.0,5150.0
207,2002,4620.0,9770.0
207,2003,5550.0,15320.0
207,2004,11600.0,26920.0
207,2005,14826.0,41746.0
207,2007,10000.0,51746.0
207,2008,16454.0,68200.0
208,1999,1250.0,1250.0
209,1999,7000.0,7000.0
209,2006,0.0,7000.0
210,1993,3000.0,3000.0
210,1994,3000.0,6000.0
210,1995,1850.0,7850.0
210,1996,1500.0,9350.0
210,1997,3000.0,12350.0
210,1998,7584.0,19934.0
210,1999,2517.0,22451.0
210,2000,18000.0,40451.0
210,2001,30540.0,70991.0
210,2002,12225.0,83216.0
210,2003,17520.0,100736.0
210,2004,14398.0,115134.0
210,2005,7080.0,122214.0
211,1996,1000.0,1000.0
212,1996,1153.0,1153.0
213,1996,1506.0,1506.0
214,1996,400.0,400.0
215,1996,5000.0,5000.0
216,1996,5000.0,5000.0
217,1996,8443.0,8443.0
218,1996,3000.0,3000.0
219,1996,5000.0,5000.0
220,1996,5000.0,5000.0
221,1996,2692.0,2692.0
222,1996,515.0,515.0
223,1996,445.0,445.0
224,1996,600.0,600.0
225,1996,500.0,500.0
226,2000,8500.0,8500.0
226,2001,8500.0,17000.0
226,2002,3000.0,20000.0
226,2003,13002.0,33002.0
226,2004,12000.0,45002.0
226,2005,2021.0,47023.0
227,1999,4000.0,4000.0
227,2000,7600.0,11600.0
228,1999,3000.0,3000.0
228,2000,1000.0,4000.0
229,1998,2000.0,2000.0
229,1999,2000.0,4000.0
229,2000,2000.0,6000.0
229,2001,25900.0,31900.0
229,2002,27483.0,59383.0
229,2003,15050.0,74433.0
229,2005,8250.0,82683.0
229,2006,29490.0,112173.0
229,2007,17500.0,129673.0
229,2010,6682.0,136355.0
229,2011,5730.0,142085.0
230,1997,500.0,500.0
230,1998,500.0,1000.0
231,2000,2890.0,2890.0
232,1999,6000.0,6000.0
232,2000,6000.0,12000.0
232,2001,7276.0,19276.0
232,2002,15000.0,34276.0
232,2003,16000.0,50276.0
232,2004,5000.0,55276.0
232,2005,9000.0,64276.0
232,2006,7500.0,71776.0
232,2007,5000.0,76776.0
232,2008,7500.0,84276.0
232,2009,1750.0,86026.0
233,1997,6000.0,6000.0
233,1999,14000.0,20000.0
233,2001,2500.0,22500.0
233,2002,18206.0,40706.0
233,2003,18150.0,58856.0
233,2004,10250.0,69106.0
233,2006,18100.0,87206.0
233,2007,5500.0,92706.0
233,2008,11735.0,104441.0
233,2009,11010.0,115451.0
233,2010,15000.0,130451.0
234,1997,4736.0,4736.0
234,1998,1500.0,6236.0
234,1999,4948.0,11184.0
234,2000,2100.0,13284.0
234,2003,3031.0,16315.0
235,2000,3813.0,3813.0
236,1997,500.0,500.0
237,1999,4000.0,4000.0
237,2001,4000.0,8000.0
238,2000,700.0,700.0
238,2001,4495.0,5195.0
238,2002,2600.0,7795.0
238,2003,3175.0,10970.0
238,2004,5350.0,16320.0
239,1996,1500.0,1500.0
239,1997,600.0,2100.0
239,1998,3750.0,5850.0
239,1999,3750.0,9600.0
240,2000,7500.0,7500.0
241,1994,4000.0,4000.0
241,1995,2600.0,6600.0
242,1999,1260.0,1260.0
242,2001,2030.0,3290.0
242,2002,7650.0,10940.0
242,2003,5000.0,15940.0
243,1994,2900.0,2900.0
243,1995,1500.0,4400.0
244,1999,5700.0,5700.0
244,2000,14850.0,20550.0
244,2001,17850.0,38400.0
244,2002,2600.0,41000.0
244,2003,14000.0,55000.0
244,2005,3249851.0,3304851.0
244,2006,5000.0,3309851.0
245,1999,3000.0,3000.0
246,1993,2000.0,2000.0
246,1994,1200.0,3200.0
246,1995,1200.0,4400.0
246,1996,1200.0,5600.0
246,1997,1500.0,7100.0
246,1999,1500.0,8600.0
246,2000,1800.0,10400.0
246,2001,9800.0,20200.0
246,2002,4990.0,25190.0
246,2003,2050.0,27240.0
246,2005,4100.0,31340.0
246,2006,2050.0,33390.0
246,2007,2050.0,35440.0
246,2008,3000.0,38440.0
246,2010,0.0,38440.0
246,2011,4000.0,42440.0
246,2013,3976.0,46416.0
247,2001,3200.0,3200.0
247,2002,3500.0,6700.0
247,2003,3500.0,10200.0
248,2001,4000.0,4000.0
249,2001,1050.0,1050.0
249,2002,1533.0,2583.0
249,2003,2000.0,4583.0
249,2004,1015.0,5598.0
249,2005,2000.0,7598.0
249,2007,5540.0,13138.0
249,2008,9271.0,22409.0
250,2001,6088.0,6088.0
250,2003,52000.0,58088.0
250,2005,1.0,58089.0
250,2006,6977.0,65066.0
250,2008,4768.0,69834.0
250,2009,2000.0,71834.0
250,2010,3100.0,74934.0
250,2011,3265.0,78199.0
251,2001,1200.0,1200.0
251,2003,1200.0,2400.0
252,2001,5000.0,5000.0
252,2002,12100.0,17100.0
252,2003,30960.0,48060.0
252,2004,48100.0,96160.0
252,2005,24900.0,121060.0
252,2006,14140.0,135200.0
252,2007,22000.0,157200.0
252,2008,21629.0,178829.0
252,2009,10723.0,189552.0
252,2010,56337.0,245889.0
252,2011,22720.0,268609.0
252,2013,46635.0,315244.0
252,2014,24696.0,339940.0
252,2015,25408.0,365348.0
252,2016,47407.0,412755.0
252,2017,28230.0,440985.0
252,2018,25713.0,466698.0
252,2019,25958.0,492656.0
253,2001,1703.0,1703.0
253,2002,2712.0,4415.0
253,2003,4870.0,9285.0
253,2005,3000.0,12285.0
253,2006,8800.0,21085.0
253,2007,38880.0,59965.0
253,2008,18215.0,78180.0
253,2009,25432.0,103612.0
253,2010,11382.0,114994.0
253,2011,32668.0,147662.0
253,2012,27070.0,174732.0
253,2013,21556.0,196288.0
253,2014,24585.0,220873.0
253,2015,26548.0,247421.0
253,2016,36554.0,283975.0
253,2017,40602.0,324577.0
253,2018,33942.0,358519.0
253,2019,39717.0,398236.0
253,2020,29610.0,427846.0
253,2021,33561.0,461407.0
253,2022,35905.0,497312.0
253,2023,15942.0,513254.0
253,2024,23310.0,536564.0
255,2001,550.0,550.0
255,2002,550.0,1100.0
255,2003,1100.0,2200.0
255,2004,4650.0,6850.0
255,2006,1100.0,7950.0
255,2007,3659.0,11609.0
255,2008,4860.0,16469.0
255,2009,5780.0,22249.0
255,2010,6066.0,28315.0
255,2011,11317.0,39632.0
256,2001,1000.0,1000.0
257,2001,2200.0,2200.0
257,2002,2000.0,4200.0
257,2003,4000.0,8200.0
258,2001,1000.0,1000.0
258,2002,1000.0,2000.0
258,2003,4368.0,6368.0
258,2004,75611.0,81979.0
258,2005,7767.0,89746.0
258,2007,7500.0,97246.0
259,2001,600.0,600.0
259,2002,1734.0,2334.0
260,2001,1000.0,1000.0
260,2002,1360.0,2360.0
260,2003,1900.0,4260.0
260,2005,4000.0,8260.0
260,2007,3800.0,12060.0
260,2008,7718.0,19778.0
261,2001,1000.0,1000.0
261,2007,1500.0,2500.0
262,2001,1200.0,1200.0
263,2001,1400.0,1400.0
263,2002,1400.0,2800.0
263,2003,1400.0,4200.0
263,2004,4500.0,8700.0
263,2005,4625.0,13325.0
263,2006,180060.0,193385.0
263,2007,10500.0,203885.0
263,2008,14500.0,218385.0
263,2010,11000.0,229385.0
263,2011,12000.0,241385.0
263,2012,12500.0,253885.0
263,2013,6457.0,260342.0
263,2014,13428.0,273770.0
263,2015,17721.0,291491.0
263,2016,22309.0,313800.0
263,2017,17997.0,331797.0
263,2018,8868.0,340665.0
263,2019,27623.0,368288.0
263,2020,4536.0,372824.0
263,2021,14082.0,386906.0
263,2022,8254.0,395160.0
263,2024,9880.0,405040.0
264,2001,18663.0,18663.0
264,2002,12863.0,31526.0
265,2001,1500.0,1500.0
265,2002,1500.0,3000.0
265,2003,4500.0,7500.0
266,2001,4000.0,4000.0
267,2001,6300.0,6300.0
267,2002,19000.0,25300.0
267,2005,3000.0,28300.0
267,2007,21395.0,49695.0
267,2008,17915.0,67610.0
267,2009,0.0,67610.0
267,2010,46960.0,114570.0
267,2011,23495.0,138065.0
267,2012,34584.0,172649.0
267,2013,25340.0,197989.0
267,2014,39037.0,237026.0
267,2015,12256.0,249282.0
267,2016,118239.0,367521.0
267,2017,42513.0,410034.0
267,2019,37631.0,447665.0
267,2020,35333.0,482998.0
267,2021,34292.0,517290.0
267,2022,794.0,518084.0
267,2023,23993.0,542077.0
267,2024,23892.0,565969.0
268,2001,5000.0,5000.0
268,2003,7500.0,12500.0
268,2004,9000.0,21500.0
268,2005,5000.0,26500.0
268,2006,8700.0,35200.0
268,2007,9051.0,44251.0
268,2008,13214.0,57465.0
268,2009,21577.0,79042.0
268,2010,5080.0,84122.0
268,2011,6000.0,90122.0
268,2012,5000.0,95122.0
268,2013,6662.0,101784.0
268,2014,9871.0,111655.0
268,2015,9223.0,120878.0
268,2016,7456.0,128334.0
268,2017,16947.0,145281.0
268,2018,13279.0,158560.0
268,2019,10080.0,168640.0
268,2020,4452.0,173092.0
268,2021,13950.0,187042.0
268,2022,10387.0,197429.0
268,2023,4881.0,202310.0
269,2001,2000.0,2000.0
269,2002,1500.0,3500.0
269,2003,1370.0,4870.0
270,2001,2000.0,2000.0
271,2001,500.0,500.0
271,2002,1000.0,1500.0
271,2003,1015.0,2515.0
272,2000,3000.0,3000.0
272,2001,17867.0,20867.0
272,2002,2000.0,22867.0
273,1994,1750.0,1750.0
273,1995,1750.0,3500.0
273,1996,1750.0,5250.0
273,1997,2000.0,7250.0
273,1998,2100.0,9350.0
273,1999,6000.0,15350.0
273,2000,10400.0,25750.0
273,2001,5000.0,30750.0
273,2002,13300.0,44050.0
273,2003,30100.0,74150.0
273,2004,20126.0,94276.0
273,2005,6526.0,100802.0
273,2006,25500.0,126302.0
273,2007,23000.0,149302.0
273,2009,12500.0,161802.0
273,2010,16570.0,178372.0
273,2011,18369.0,196741.0
273,2013,16468.0,213209.0
273,2014,20772.0,233981.0
273,2015,21104.0,255085.0
273,2016,21626.0,276711.0
273,2017,23300.0,300011.0
273,2018,23358.0,323369.0
273,2019,23287.0,346656.0
274,2001,1500.0,1500.0
274,2002,2000.0,3500.0
274,2007,9517.0,13017.0
274,2009,9373.0,22390.0
274,2010,13750.0,36140.0
274,2011,8257.0,44397.0
274,2012,9000.0,53397.0
274,2014,8165.0,61562.0
274,2015,8680.0,70242.0
274,2016,9099.0,79341.0
274,2017,10258.0,89599.0
275,2001,8000.0,8000.0
276,2001,1025.0,1025.0
276,2002,1250.0,2275.0
277,2001,550.0,550.0
277,2002,1400.0,1950.0
277,2003,500.0,2450.0
278,2001,13700.0,13700.0
278,2002,6000.0,19700.0
278,2003,6300.0,26000.0
278,2004,5000.0,31000.0
278,2005,39778.0,70778.0
278,2006,12200.0,82978.0
278,2007,16500.0,99478.0
278,2008,17908.0,117386.0
278,2009,12200.0,129586.0
278,2010,14500.0,144086.0
278,2011,8500.0,152586.0
278,2012,22341.0,174927.0
278,2013,6415.0,181342.0
278,2014,7001.0,188343.0
278,2015,7811.0,196154.0
278,2016,19669.0,215823.0
278,2017,7055.0,222878.0
278,2018,6958.0,229836.0
278,2019,27908.0,257744.0
278,2020,45982.0,303726.0
278,2021,21328.0,325054.0
278,2022,9963.0,335017.0
278,2023,6606.0,341623.0
279,2001,1660.0,1660.0
279,2002,4725.0,6385.0
279,2003,9013.0,15398.0
279,2004,4409.0,19807.0
279,2005,3000.0,22807.0
279,2006,6550.0,29357.0
279,2007,4600.0,33957.0
279,2008,4065.0,38022.0
279,2009,3560.0,41582.0
279,2010,4275.0,45857.0
279,2011,2625.0,48482.0
279,2012,3568.0,52050.0
280,2001,2000.0,2000.0
280,2002,5250.0,7250.0
280,2003,5300.0,12550.0
280,2005,3150.0,15700.0
281,1997,1500.0,1500.0
281,1999,2350.0,3850.0
281,2000,5000.0,8850.0
281,2001,5000.0,13850.0
281,2002,2500.0,16350.0
281,2006,8000.0,24350.0
281,2007,9000.0,33350.0
281,2008,33216.0,66566.0
281,2009,10000.0,76566.0
282,2001,4000.0,4000.0
282,2002,1200.0,5200.0
283,2001,4000.0,4000.0
283,2002,500.0,4500.0
283,2005,3350.0,7850.0
283,2007,1600.0,9450.0
283,2008,2200.0,11650.0
283,2009,0.0,11650.0
283,2010,1570.0,13220.0
283,2011,1310.0,14530.0
283,2014,8496.0,23026.0
283,2016,3188.0,26214.0
284,2001,5870.0,5870.0
284,2002,4800.0,10670.0
284,2003,14036.0,24706.0
284,2004,6503.0,31209.0
284,2005,31735.0,62944.0
284,2006,30852.0,93796.0
284,2007,46500.0,140296.0
284,2008,91454.0,231750.0
284,2010,87156.0,318906.0
284,2011,26230.0,345136.0
284,2012,35913.0,381049.0
284,2013,32592.0,413641.0
284,2014,45098.0,458739.0
284,2015,96246.0,554985.0
284,2016,106795.0,661780.0
284,2017,42487.0,704267.0
284,2018,108583.0,812850.0
284,2019,56062.0,868912.0
284,2020,81393.0,950305.0
284,2021,69649.0,1019954.0
284,2022,85357.0,1105311.0
284,2023,87913.0,1193224.0
285,2001,800.0,800.0
285,2002,1050.0,1850.0
286,2001,5100.0,5100.0
287,2001,5850.0,5850.0
287,2002,9668.0,15518.0
287,2003,8755.0,24273.0
287,2004,8755.0,33028.0
287,2005,8755.0,41783.0
287,2007,7710.0,49493.0
288,2001,1500.0,1500.0
290,2001,2374.0,2374.0
290,2002,4286.0,6660.0
290,2003,7183.0,13843.0
290,2004,7707.0,21550.0
290,2005,17411.0,38961.0
290,2006,7905.0,46866.0
290,2007,7710.0,54576.0
290,2008,7260.0,61836.0
290,2009,7667.0,69503.0
290,2010,5391.0,74894.0
290,2011,2549.0,77443.0
290,2013,10264.0,87707.0
291,2001,7000.0,7000.0
291,2002,35050.0,42050.0
291,2003,1500.0,43550.0
291,2005,5400.0,48950.0
291,2006,1500.0,50450.0
291,2007,1500.0,51950.0
291,2008,14349.0,66299.0
291,2009,14634.0,80933.0
291,2010,2000.0,82933.0
291,2011,9142.0,92075.0
291,2013,8285.0,100360.0
291,2014,14952.0,115312.0
291,2015,3392.0,118704.0
291,2016,12061.0,130765.0
291,2017,17880.0,148645.0
291,2019,6368.0,155013.0
291,2020,19289.0,174302.0
291,2021,17441.0,191743.0
291,2022,6000.0,197743.0
291,2023,5844.0,203587.0
292,2001,3000.0,3000.0
293,2001,15000.0,15000.0
293,2003,15755.0,30755.0
293,2005,7111.0,37866.0
293,2006,3500.0,41366.0
294,2001,2500.0,2500.0
296,2001,4200.0,4200.0
296,2002,2700.0,6900.0
296,2003,1250.0,8150.0
297,2001,2200.0,2200.0
297,2002,2200.0,4400.0
298,2001,5243.0,5243.0
299,2001,2200.0,2200.0
299,2002,2200.0,4400.0
299,2003,4000.0,8400.0
300,2001,3952.0,3952.0
300,2002,4800.0,8752.0
300,2003,4893.0,13645.0
300,2005,5200.0,18845.0
300,2006,2600.0,21445.0
300,2007,6507.0,27952.0
300,2008,5240.0,33192.0
300,2009,9058.0,42250.0
300,2010,13306.0,55556.0
300,2011,32933.0,88489.0
300,2012,24686.0,113175.0
300,2013,53024.0,166199.0
300,2014,26299.0,192498.0
300,2015,73427.0,265925.0
300,2016,42460.0,308385.0
300,2017,48789.0,357174.0
300,2018,18792.0,375966.0
300,2019,50796.0,426762.0
300,2020,32999.0,459761.0
300,2021,30667.0,490428.0
300,2022,29424.0,519852.0
300,2023,27619.0,547471.0
301,2001,1632.0,1632.0
301,2002,2212.0,3844.0
301,2003,2300.0,6144.0
302,2001,2030.0,2030.0
304,2001,9600.0,9600.0
304,2002,9600.0,19200.0
306,2002,1500.0,1500.0
306,2003,2100.0,3600.0
307,2002,1130.0,1130.0
307,2003,198.0,1328.0
308,2001,2130.0,2130.0
308,2002,2100.0,4230.0
308,2003,2147.0,6377.0
309,2002,5000.0,5000.0
309,2003,5000.0,10000.0
309,2004,7000.0,17000.0
310,2002,1177.0,1177.0
310,2003,1469.0,2646.0
311,2002,690.0,690.0
311,2003,1877.0,2567.0
311,2004,2033.0,4600.0
311,2005,4406.0,9006.0
311,2006,1400.0,10406.0
311,2008,5500.0,15906.0
311,2009,3000.0,18906.0
311,2010,3400.0,22306.0
313,2002,9650.0,9650.0
313,2003,1500.0,11150.0
313,2010,600.0,11750.0
318,2002,8180.0,8180.0
318,2003,7781.0,15961.0
318,2004,10783.0,26744.0
318,2005,8145.0,34889.0
318,2006,12131.0,47020.0
318,2007,17804.0,64824.0
318,2008,16170.0,80994.0
318,2009,14460.0,95454.0
318,2010,22968.0,118422.0
318,2011,16465.0,134887.0
318,2012,14530.0,149417.0
318,2013,14392.0,163809.0
318,2014,18558.0,182367.0
318,2015,18608.0,200975.0
318,2016,19613.0,220588.0
318,2017,60186.0,280774.0
318,2018,18853.0,299627.0
318,2019,14358.0,313985.0
318,2020,11015.0,325000.0
318,2022,3556.0,328556.0
318,2023,10130.0,338686.0
318,2024,11690.0,350376.0
319,2002,10300.0,10300.0
324,2003,3500.0,3500.0
325,2002,2500.0,2500.0
325,2004,4650.0,7150.0
326,2002,3000.0,3000.0
326,2003,4360.0,7360.0
326,2004,5000.0,12360.0
326,2005,5944.0,18304.0
326,2006,5229.0,23533.0
326,2007,5654.0,29187.0
326,2008,5890.0,35077.0
327,2003,5160.0,5160.0
328,2003,2000.0,2000.0
328,2005,1500.0,3500.0
331,2003,10150.0,10150.0
331,2004,10000.0,20150.0
331,2006,14020.0,34170.0
331,2007,23622.0,57792.0
331,2008,7000.0,64792.0
331,2012,10000.0,74792.0
331,2014,17164.0,91956.0
332,2003,4020.0,4020.0
332,2004,3000.0,7020.0
332,2005,2400.0,9420.0
332,2006,2400.0,11820.0
332,2007,2400.0,14220.0
332,2010,2700.0,16920.0
332,2011,4000.0,20920.0
335,2002,1000.0,1000.0
335,2004,4000.0,5000.0
335,2005,6106.0,11106.0
335,2006,5660.0,16766.0
335,2007,6655.0,23421.0
338,2004,150000.0,150000.0
339,2003,2500.0,2500.0
339,2006,1250.0,3750.0
339,2007,1250.0,5000.0
339,2008,2187.0,7187.0
340,2003,5100.0,5100.0
340,2005,342.0,5442.0
341,2007,2000.0,2000.0
341,2008,4000.0,6000.0
342,2003,1100.0,1100.0
343,2003,5300.0,5300.0
344,2002,14304.0,14304.0
344,2003,20232.0,34536.0
345,2002,6718.0,6718.0
345,2003,8408.0,15126.0
345,2004,5900.0,21026.0
345,2005,8800.0,29826.0
347,2003,1200.0,1200.0
347,2005,1475.0,2675.0
347,2006,1094.0,3769.0
349,2002,2100.0,2100.0
349,2003,6640.0,8740.0
349,2004,3500.0,12240.0
349,2005,9938.0,22178.0
349,2006,13872.0,36050.0
349,2007,30994.0,67044.0
349,2008,22500.0,89544.0
349,2009,35000.0,124544.0
349,2010,32830.0,157374.0
349,2011,20200.0,177574.0
349,2012,23000.0,200574.0
349,2013,24248.0,224822.0
349,2014,32186.0,257008.0
349,2015,31437.0,288445.0
349,2016,36642.0,325087.0
349,2017,39439.0,364526.0
349,2018,36336.0,400862.0
349,2019,41067.0,441929.0
349,2020,41751.0,483680.0
349,2021,35052.0,518732.0
349,2022,32442.0,551174.0
349,2023,37816.0,588990.0
349,2024,36409.0,625399.0
350,2002,1000.0,1000.0
350,2003,3070.0,4070.0
350,2005,6000.0,10070.0
350,2006,16137.0,26207.0
350,2007,10621.0,36828.0
350,2008,7678.0,44506.0
350,2009,4635.0,49141.0
351,2002,1345.0,1345.0
351,2003,1400.0,2745.0
352,2002,1300.0,1300.0
352,2003,1300.0,2600.0
353,2004,29165.0,29165.0
354,2003,4000.0,4000.0
354,2004,4000.0,8000.0
354,2005,5000.0,13000.0
354,2006,10000.0,23000.0
354,2007,16900.0,39900.0
354,2008,15500.0,55400.0
354,2010,19816.0,75216.0
354,2011,17950.0,93166.0
354,2012,25393.0,118559.0
354,2013,16057.0,134616.0
354,2014,27151.0,161767.0
354,2015,20432.0,182199.0
354,2016,28651.0,210850.0
354,2017,18816.0,229666.0
354,2018,20270.0,249936.0
354,2019,33524.0,283460.0
354,2020,21899.0,305359.0
354,2021,28355.0,333714.0
354,2022,39765.0,373479.0
354,2023,52543.0,426022.0
355,2003,3000.0,3000.0
357,2002,1000.0,1000.0
357,2003,2351.0,3351.0
357,2004,2550.0,5901.0
358,2002,1541.0,1541.0
358,2004,1540.0,3081.0
358,2005,1540.0,4621.0
360,2003,1850.0,1850.0
360,2004,1600.0,3450.0
360,2007,5006.0,8456.0
360,2008,14750.0,23206.0
360,2009,13000.0,36206.0
360,2010,11000.0,47206.0
360,2011,3778.0,50984.0
361,2003,2000.0,2000.0
362,2003,4250.0,4250.0
362,2006,5200.0,9450.0
362,2007,8250.0,17700.0
362,2008,12850.0,30550.0
362,2011,560000.0,590550.0
363,2002,4000.0,4000.0
363,2003,5974.0,9974.0
363,2004,11874.0,21848.0
363,2005,9880.0,31728.0
363,2007,16378.0,48106.0
363,2008,12000.0,60106.0
363,2009,9650.0,69756.0
363,2010,8000.0,77756.0
363,2014,10298.0,88054.0
363,2015,13369.0,101423.0
363,2017,12632.0,114055.0
363,2018,11406.0,125461.0
363,2019,8418.0,133879.0
363,2020,9598.0,143477.0
363,2021,9299.0,152776.0
363,2022,11213.0,163989.0
363,2024,13563.0,177552.0
364,2002,2649.0,2649.0
364,2003,7787.0,10436.0
366,2002,3000.0,3000.0
367,2002,4000.0,4000.0
370,2002,1200.0,1200.0
370,2003,5056.0,6256.0
370,2004,3400.0,9656.0
370,2005,1500.0,11156.0
370,2006,1500.0,12656.0
370,2007,3500.0,16156.0
372,2002,750.0,750.0
373,2002,1940.0,1940.0
374,2002,4000.0,4000.0
374,2003,300.0,4300.0
375,2002,2000.0,2000.0
375,2006,1368.0,3368.0
375,2007,3500.0,6868.0
375,2008,2700.0,9568.0
375,2010,3500.0,13068.0
375,2011,3500.0,16568.0
375,2012,4000.0,20568.0
375,2013,4914.0,25482.0
375,2014,3918.0,29400.0
375,2016,4913.0,34313.0
377,2002,6250.0,6250.0
378,2002,3000.0,3000.0
378,2003,3000.0,6000.0
378,2005,3000.0,9000.0
378,2006,3000.0,12000.0
378,2007,3000.0,15000.0
378,2008,3000.0,18000.0
378,2009,25104.0,43104.0
378,2012,4000.0,47104.0
379,2002,2000.0,2000.0
380,2002,2500.0,2500.0
381,2002,2000.0,2000.0
384,2002,1050.0,1050.0
385,2002,3000.0,3000.0
386,2002,1575.0,1575.0
387,2002,2694.0,2694.0
387,2004,2963.0,5657.0
387,2005,6040.0,11697.0
387,2006,6912.0,18609.0
389,2002,5650.0,5650.0
389,2003,2742.0,8392.0
389,2004,5647.0,14039.0
389,2005,2948.0,16987.0
390,2002,5000.0,5000.0
390,2003,5000.0,10000.0
391,2002,2000.0,2000.0
393,2002,6453.0,6453.0
394,2003,4200.0,4200.0
396,2003,2220.0,2220.0
396,2004,2620.0,4840.0
396,2005,2225.0,7065.0
396,2006,2000.0,9065.0
396,2007,2675.0,11740.0
397,2003,1.0,1.0
397,2004,901.0,902.0
397,2005,1000.0,1902.0
397,2006,9500.0,11402.0
397,2007,29255.0,40657.0
397,2008,22100.0,62757.0
397,2009,19367.0,82124.0
397,2010,31600.0,113724.0
397,2011,20590.0,134314.0
397,2013,18933.0,153247.0
397,2014,17112.0,170359.0
397,2015,19387.0,189746.0
397,2016,39432.0,229178.0
397,2017,74796.0,303974.0
397,2018,17371.0,321345.0
397,2019,20781.0,342126.0
397,2020,23290.0,365416.0
397,2021,22042.0,387458.0
397,2022,20765.0,408223.0
397,2023,19860.0,428083.0
398,2003,2945.0,2945.0
398,2004,2170.0,5115.0
398,2005,3100.0,8215.0
398,2006,6050.0,14265.0
398,2007,3700.0,17965.0
398,2008,7050.0,25015.0
398,2009,6281.0,31296.0
398,2010,5673.0,36969.0
398,2012,3114.0,40083.0
399,2003,3000.0,3000.0
401,2003,1750.0,1750.0
402,2002,16750.0,16750.0
402,2004,5187.0,21937.0
402,2008,12800.0,34737.0
403,2003,1500.0,1500.0
404,2003,675.0,675.0
404,2005,3830.0,4505.0
404,2006,4077.0,8582.0
404,2007,5150.0,13732.0
404,2008,5915.0,19647.0
404,2009,4750.0,24397.0
404,2010,5350.0,29747.0
404,2012,3600.0,33347.0
405,2002,2000.0,2000.0
405,2003,2000.0,4000.0
406,2003,5160.0,5160.0
407,2003,1850.0,1850.0
408,2002,3000.0,3000.0
408,2003,6300.0,9300.0
408,2004,3600.0,12900.0
408,2005,5302.0,18202.0
408,2006,2000.0,20202.0
408,2007,6000.0,26202.0
408,2008,1600.0,27802.0
408,2009,9000.0,36802.0
408,2010,9000.0,45802.0
408,2011,5431.0,51233.0
408,2012,3760.0,54993.0
408,2017,5182.0,60175.0
409,2003,41100.0,41100.0
409,2004,33500.0,74600.0
410,2004,3855.0,3855.0
410,2005,1600.0,5455.0
410,2006,3000.0,8455.0
411,2003,1084.0,1084.0
411,2004,1084.0,2168.0
411,2007,2390.0,4558.0
412,2005,3200.0,3200.0
413,2003,2625.0,2625.0
413,2004,6761.0,9386.0
413,2005,6585.0,15971.0
413,2006,3980.0,19951.0
413,2007,4460.0,24411.0
413,2008,12873.0,37284.0
413,2010,10277.0,47561.0
414,2006,6310.0,6310.0
414,2007,5289.0,11599.0
414,2008,24724.0,36323.0
414,2009,7300.0,43623.0
414,2010,11225.0,54848.0
414,2011,8700.0,63548.0
414,2012,10210.0,73758.0
414,2013,7014.0,80772.0
414,2014,8670.0,89442.0
414,2016,6681.0,96123.0
414,2017,16640.0,112763.0
414,2018,30800.0,143563.0
414,2019,11855.0,155418.0
414,2020,15478.0,170896.0
414,2021,17169.0,188065.0
414,2022,11702.0,199767.0
414,2023,13144.0,212911.0
415,2004,6000.0,6000.0
415,2005,7630.0,13630.0
